,Gift_detail,Item_category,Recipient_name,Affiliation,Date,Assessed_value,Retention_cost,Retained,Remarks
923,A carpet,Carpet,"Mr.  Khurshid  M.  Kasuri, Foreign Affairs Minister",Gen. Musharraf,2005-06-05,7200.0,0.0,Yes,Yes
926,One  wrist  watch  Tag Heuer,Watch,"Mr. Abdul Waheed Photographer, President Secretariat ",Bureaucracy,2005-07-06,70000.0,9000.0,Yes,Yes
927,A wrist watch concord,Watch,"Col.  Muhammad  Ilyas, Chief  Security  Officer  to President",Military,2005-09-08,40000.0,4500.0,Yes,Yes
928,A wrist watch Ventura,Watch,"Col.  Muhammad  Ilyas, Chief  Security  Officer  to President",Military,2005-09-08,14000.0,600.0,Yes,Yes
929,A wrist watch concord,Watch,"Lt  Col.  Babar  Mumtaz, additional  Chief  Security Officer President",Military,2005-09-08,40000.0,4500.0,Yes,Yes
930,A wrist watch Ventura,Watch,"Lt  Col.  Babar  Mumtaz, Additional,  Chief  Security Officer to the President",Military,2005-09-08,14000.0,600.0,Yes,Yes
936,A carpet,Carpet,"Mr.  Shaukat  Aziz,  Prime Minister of Pakistan",Gen. Musharraf,2005-04-04,8000.0,0.0,Yes,Yes
937,A carpet (Large),Carpet,"Mr.  Shaukat  Aziz,  Prime Minister of Pakistan",Gen. Musharraf,2005-04-04,30000.0,3000.0,Yes,Yes
944,One carpet,Carpet,"General  Pervez  Musharaf, President of Pakistan",Military,2005-05-05,20000.0,1500.0,Yes,Yes
946,One  Wrist  watch Christian  Dior  wrist watch with Pen,Watch,"Mr.  Ehsanulllah  khan, Ambassador  /  Special envoy to President",Bureaucracy,2005-12-12,65000.0,8250.0,Yes,Yes
947,One  Tag  Heuer  wrist watch,Watch,"Mr.  Faqir  Ahmad, Controller  News  PBC, Islamabad",Media,2005-08-09,70000.0,9000.0,Yes,Yes
948,One  Tag  Heuer  wrist watch,Watch,"Syed  Iqtidar  Huyssain Kousar,  Chief Cameraman,  PTV  Centre, Lahore,",Media,2005-08-09,70000.0,9000.0,Yes,Yes
949,One  Wrist  watch  rolex  (No.16233),Watch,"Maj.  General  and  Begum Shafaat  Ullah  Shah,  MS",Military,2005-09-10,390000.0,57000.0,Yes,Yes
950,A  Wrist  watch (Concord) A  Wrist  Watch (Brietling),Watch,"Maj. General and Begum  Shafaat  Ullah Shah, MS to President",Military,2005-09-10,120000.0,16500.0,Yes,Yes
951,A  Decoration  Piece (Ceramic),Decoration Pieces,"Mr.  Shaukat  Aziz,  Prime Minister of Pakistan",Gen. Musharraf,2005-10-11,2000.0,0.0,Yes,Yes
953,a. A  Kehwa  Set (Ceramic) six pieces b. A pen  Stand (Ceramic) c. A Book ,Pen,"Mr.  Shaukat  Aziz,  Prime Minister of Pakistan",Gen. Musharraf,2005-10-11,7500.0,0.0,Yes,Yes
954,a. A  model  of  three antelopes b. A wrist watch Cartier c. Two lady purses d. Three  decoration pieces e. A compass cartier f. A suit case g. A dagger h. A  12  Bore  gun (Repeater) No.659507  (FINAL- 412) i. A dagger,Watch,"Mr.  Shaukat  Aziz,  Prime Minister of Pakistan",Gen. Musharraf,2005-10-11,418500.0,61275.0,Yes,Yes
955,A  wrist  Watch  Eloga Swiss  Leather  Strap 18kt  Gold  Silver  Color with Diamonds Sapphire Crystal  3ATM  No.REF EL/EY W039,Watch,"Mr.  Shaukat  Aziz,  Prime Minister of Pakistan",Gen. Musharraf,2005-10-11,435000.0,0.0,Auctioned,"Auctioned for Rs.93,400/-"
956,A  decoration  piece Ceramic,Decoration Pieces,"Mr.  Shaukat  Aziz,  Prime Minister of Pakistan",Gen. Musharraf,2005-10-11,3500.0,0.0,Yes,Yes
957,a. A flower vase b. A Jewellery Box,Decoration Pieces,"Mr.  Shaukat  Aziz,  Prime Minister of Pakistan",Gen. Musharraf,2005-10-11,24500.0,2175.0,Yes,Yes
958,Two decoration pieces,Decoration Pieces,"Mr.  Shaukat  Aziz,  Prime Minister of Pakistan",Gen. Musharraf,2005-10-11,7000.0,0.0,Yes,Yes
960,a. Korean  Red  Ginseng Extract  Powder Tea (Three pieces) b. A model of 7.500 teu class  container carrier,Food,"Mr.  Shaukat  Aziz,  Prime Minister of Pakistan",Gen. Musharraf,2005-10-11,2900.0,0.0,Yes,Yes
961,A flower vase,Decoration Pieces,"Mr.  Shaukat  Aziz,  Prime Minister of Pakistan",Gen. Musharraf,2005-10-11,9500.0,0.0,Yes,Yes
966,A flower vase ceramic,Decoration Pieces,"Mr.  Shaukat  Aziz,  Prime Minister of Pakistan",Gen. Musharraf,2005-10-11,3800.0,0.0,Yes,Yes
967,Two  Mobile  Phone  sets Samsung SGH-D600,Phone,"Mr.  Shaukat  Aziz,  Prime Minister of Pakistan",Gen. Musharraf,2005-10-11,60000.0,7500.0,Yes,Yes
970,"A  decoration  piece (Ceramic)  containing plate flower, vase & two models of ducks",Decoration Pieces,"Mr.  Shaukat  Aziz,  Prime Minister of Pakistan",Gen. Musharraf,2005-10-11,15000.0,750.0,Yes,Yes
984,A  decoration  piece  (Gold),Decoration Pieces,"Begum  Sahiba,  Wife  of Mr.  Shaukat  Aziz,  Prime Minister of Pakistan",Gen. Musharraf,2005-10-11,1000.0,0.0,Yes,Yes
989,A decoration piece,Decoration Pieces,"Mr.  Shaukat  Aziz,  Prime Minister of Pakistan",Gen. Musharraf,2005-10-11,1000.0,0.0,Yes,Yes
992,A  decoration  piece (Glass),Decoration Pieces,"Mr.  Shaukat  Aziz,  Prime Minister of Pakistan",Gen. Musharraf,2005-12-13,1800.0,0.0,Yes,Yes
993,One flower vase (Glass),Decoration Pieces,"Mr.  Shaukat  Aziz, Prime Minister of Pakistan",Gen. Musharraf,2005-12-13,5500.0,0.0,Yes,Yes
997,A fountain pen,Pen,"Mr.  Shaukat  Aziz,  Prime Minister of Pakistan",Gen. Musharraf,2005-12-13,17000.0,1050.0,Yes,Yes
999,A decoration piece,Decoration Pieces,"Mr.  Shaukat  Aziz,  Prime Minister of Pakistan",Gen. Musharraf,2005-12-13,6000.0,0.0,Yes,Yes
1002,Five pen stands,Pen,"Mr.  Shaukat  Aziz,  Prime Minister of Pakistan",Gen. Musharraf,2005-12-13,5000.0,0.0,Yes,Yes
1007,One  MP-5  gun  (No. A01262) along with two magazine  belt  and accessories Box,Weapons,"Mr.  Shaukat  Aziz,  Prime Minister of Pakistan",Gen. Musharraf,2005-03-05,59250.0,7387.0,Yes,Yes
1020,"A  tea  set  (03)  Pcs  i.e. (Tea  Pot,  Milk  Pot  and Sugar Pot)",Crockery,"Mr.  Shaukat  Aziz,  Prime Minister of Pakistan",Gen. Musharraf,2005-06-08,6500.0,0.0,Yes,Yes
1022,A Wrist watch MDM Geneva  Depone- WAT RES 5ATM,Watch,"Col.  ®  Salik  Nawaz, Deputy  Chief  of  Protocol, Ministry of foreign Affairs",Military,2005-06-08,58000.0,7200.0,Yes,Yes
1023,A  wrist  Watch  Concord 14CZ1894,Watch,"Col.  ®  Salik  Nawaz, Deputy  Chief  Protocol,",Military,2005-06-08,40000.0,4500.0,Yes,Yes
1025,One White Porcelain Tea set,Crockery,"Mr.  Sikandar  Hayat  Khan Bosan,  Minister  for Food and Agriculture",Gen. Musharraf,2005-09-12,1500.0,0.0,Yes,Yes
1031,a. A decoration piece (two parts) b. A wall hanging,Decoration Pieces,"Mr.  Shaukat  Aziz,  Prime Minister of Pakistan",Gen. Musharraf,2005-12-15,9500.0,0.0,Yes,Yes
1033,A cigarette box,Cigar/Cigarettes,"Mr.  Shaukat  Aziz,  Prime Minister of Pakistan",Gen. Musharraf,2005-12-15,1500.0,0.0,Yes,Yes
1038,a. A lady suit b. Tea set  (11 pcs),Crockery,"Mr.  Shaukat  Aziz,  Prime Minister of Pakistan",Gen. Musharraf,2005-12-15,6200.0,0.0,Yes,Yes
1039,A  decoration  Piece (Crystal),Decoration Pieces,"Mr.  Shaukat  Aziz,  Prime Minister of Pakistan",Gen. Musharraf,2005-12-15,1200.0,0.0,Yes,Yes
1042,One  Wrist  watch  Piaget Sr.No.50930/879074,Watch,Sheikh  Rasheed  Ahmed Minster  for  information  & Broadcasting,Gen. Musharraf,2005-12-15,185000.0,26250.0,Yes,Yes
1043,One  Wrist  watch Victoria  Geneve S.No.0116,Watch,Sheikh  Rasheed  Ahmed Minster  for  information  & Broadcasting,Gen. Musharraf,2005-12-15,18000.0,1200.0,Yes,Yes
1044,a. A  wrist  watch Raymond  Weil – Geneve”  (No.7241 V141990) b. One mirror c. A  Wooden  Box containing Cigars,Cigar/Cigarettes,"Mr.  Shaukat  Aziz, Prime Minister of Pakistan",Gen. Musharraf,2005-04-08,92000.0,12300.0,Yes,Yes
1050,A  wrist  watch  Rolex (No.116523),Watch,"Mr.  Muhammad  Nasser Khan  Mengal,  Minister  of State  for  petroleum  & Natural Resources",Gen. Musharraf,2005-06-10,550000.0,81000.0,Yes,Yes
1051,a. A brief case (Delsey) b. A decoration piece c. A  wrist  watch European,Watch,"Mr.  Muhammad  Nasser Khan  Mengal,  Minister  of State  for  petroleum & Natural Resources",Gen. Musharraf,2005-06-10,26600.0,2490.0,Yes,Yes
1052,One  Wrist  Watch  Rolex (14000M)  Oyster  Air King (packed in a box),Watch,"Mr.  Munir  Khan  Orakzai, Parliamentary  leader FATA",MMA,2005-12-17,0.0,25500.0,Yes,Yes
1053,A  wrist  Watch  Concord (1273144)  (14cz1894) (Steel),Watch,"Mr.  Munir  Khan  Orakzai, Parliamentary  leader, FATA",MMA,2005-12-17,40000.0,4500.0,Yes,Yes
1055,A  crystal  decoration piece,Decoration Pieces,"Minister  for  Food  and Agriculture, Mr.  Sikandar  Hayat  Khan Bosan",Gen. Musharraf,2005-09-14,15000.0,750.0,Yes,Yes
1056,One  wrist  watch  Tag Heuer,Watch,"Major  General  Shaukat Sulman Khan, D.G ISPR ",Military,2005-12-17,70000.0,9000.0,Yes,Yes
1058,a. One coin b. wrist watch longiness,Watch,Secretary  Ministry  of petroleum  &  Natural Resources,Gen. Musharraf,2005-12-17,57000.0,7050.0,Yes,Yes
1059,Wrist Watch Victoria,Watch,Secretary  Ministry  of,Gen. Musharraf,2005-12-17,18000.0,1200.0,Amount,Amount
1061,One  Silver  Decoration piece,Decoration Pieces,Col.  ®  Salik  Nawaz  DCP to Prime Minister,Military,2005-03-09,1600.0,0.0,Yes,Yes
1065,A carpet,Carpet,"Mr.  Shaukat  Aziz,  Prime Minister of Pakistan",Gen Mus,2005-01-08,14000.0,600.0,Yes,Yes
1066,a. A  pistol  (32  Bore) with  Telescope  and Stand  No.MR.32 “MATCH” N32644 b. A wrist Watch Corum (No.1710796 – 137.520.47),"Watch, Weapons","Mr.  Shaukat  Aziz,  Prime Minister of Pakistan",Gen Mus,2005-02-09,275000.0,39750.0,Yes,Yes
1067,One MP-5 Gun,Weapons,"Mr.  Shaukat  Aziz  Prime Minister, of Pakistan",Gen Mus,2005-02-09,59554.0,7433.0,Yes,Yes
1069,One  Wrist  Watch “Cartier”  alongwith  a Ball  Pen  +  a  pair  of Cufflinks,Watch,"General  Pervez  Musharaf, President of Pakistan",Military,2005-07-14,500000.0,73500.0,Yes,Yes
1071,One  wrist  watch  Tag Heuer,Watch,"Mr.  Shahid  Mehmood senior  Television Engineer,  PTV Headquarters",Media,2005-08-15,70000.0,9000.0,Yes,Yes
1073,One  Wrist  Watch  Tag Heuer,Watch,"Mr.  Masood  Alam, Engineer PTV",Media,2005-08-15,70000.0,9000.0,Yes,Yes
1074,One  Wrist  Watch  Tag Heuer,Watch,"Mr.  Ali  Imran,  Senior Reporter APP",Media,2005-08-15,70000.0,9000.0,Yes,Yes
1076,One  wooden  Vase  china (broken),Decoration Pieces,"Mr.  Jehangir  Bashar, Secretary,  Board  of Investment",Bureaucracy,2005-12-19,1200.0,0.0,Yes,Yes
1080,One  Pen  set (Waterman),Pen,"Mr.  Shaukat  Aziz,  Prime Minister of Pakistan",Gen Mus,2005-02-10,2500.0,0.0,Yes,Yes
1090,a. One pen set i.e. (One  Pen  &  one  Ball Point) b. One Decoration piece,Pen,"Mr.  Shaukat  Aziz,  Prime Minister of Pakistan",Gen Mus,2005-08-16,46500.0,5475.0,Yes,Yes
1092,One  flower  vase (Ceramic),Decoration Pieces,"Mr.  Shaukat  Aziz,  Prime Minister of Pakistan",Gen Mus,2005-08-16,3500.0,0.0,Yes,Yes
1093,One  decoration  piece (03 pcs),Decoration Pieces,"Mr.  Shaukat  Aziz,  Prime Minister of Pakistan",Gen Mus,2005-08-16,1500.0,0.0,Yes,Yes
1094,a. One decoration piece (Ceramic) b. One  Pair  of  flower vase (small),Decoration Pieces,"Mr.  Shaukat  Aziz,  Prime Minister of Pakistan",Gen Mus,2005-08-16,2000.0,0.0,Yes,Yes
1101,a. One  take  akari Bamboo Lamp Shade b. One pen tray,Pen,"Mr.  Shaukat  Aziz,  Prime Minister of Pakistan",Gen Mus,2005-08-16,1600.0,0.0,Yes,Yes
1104,One  decoration  piece (Onyx),Decoration Pieces,"Mr.  Shaukat  Aziz,  Prime Minister of Pakistan",Gen Mus,2005-08-16,1200.0,0.0,Yes,Yes
1106,One decoration piece One scenery,Decoration Pieces,"Mr.  Shaukat  Aziz,  Prime Minister of Pakistan",Gen Mus,2005-08-16,9000.0,0.0,Yes,Yes
1107,One pen stand,Pen,"Mr.  Shaukat  Aziz,  Prime Minister of Pakistan",Gen Mus,2005-08-16,2000.0,0.0,Yes,Yes
1114,A decoration piece,Decoration Pieces,"Mr.  Shaukat  Aziz,  Prime Minister of Pakistan",Gen Mus,2005-09-17,0.0,0.0,Yes,Yes
1116,"a. A  silver  Tea  set  (two tea  pots,  one  sugar pot & one milk pot) b. One Wrist  watch Gautier c. One  Wrist  Watch Elaga d. One Necklace e. One Pair of Earrings",Crockery,"Mr.  Shaukat  Aziz,  Prime Minister of Pakistan",Gen. Musharraf,2005-01-11,982400.0,145860.0,Yes,Yes
1117,"One  Wrist watch  Corum (18kt,  Pink  gold)",Watch,"Mr.  Shaukat  Aziz,  Prime Minister of Pakistan",Gen Mus,2005-01-11,850000.0,0.0,Auctioned,"Auctioned for Rs.355,000/-"
1118,a. Wooden  Decoration piece b. One  Pair  of decoration piece,Decoration Pieces,"Mr.  Shaukat  Aziz,  Prime Minister of Pakistan",Gen Mus,2005-01-11,2800.0,0.0,Yes,Yes
1122,A Cigarette Box,Cigar/Cigarettes,"Mr.  Shaukat  Aziz,  Prime Minister of Pakistan",Gen Mus,2005-05-16,1500.0,0.0,Yes,Yes
1128,A Cigar Box,Cigar/Cigarettes,"Mr.  Shaukat  Aziz,  Prime Minister of Pakistan",Gen Mus,2005-05-16,5000.0,0.0,Yes,Yes
1133,a. A  wrist  watch Gautier b. One  Mobile  Set  Sony Ericson No.K750i,Watch,Brig.  Irfan  Azam  Military Secretary  to  Prime Minister,Military,2005-07-18,47000.0,5550.0,Yes,Yes
1148,A Flower vase,Decoration Pieces,"Mr.  Shaukat  Aziz,  Prime Minister of Pakistan",Gen Mus,2005-05-17,9500.0,0.0,Yes,Yes
1157,One  Decoration  piece (crystal),Decoration Pieces,"Begum  Sahiba,  Wife  of Mr.  Shaukat  Aziz,  Prime Minister of Pakistan",Gen Mus,2005-05-17,7000.0,0.0,Yes,Yes
1159,a. A  wrist  watch (Asprey No.663189) b. A Necklace c. Small bowl d. A model of cannon e. A coin f. A  book  “Curahan Kasih” g. Suiting  cloth  (06 pcs) h. Four books,Watch,"Mr.  Shaukat  Aziz,  Prime Minister of Pakistan",Gen Mus,2005-05-17,543000.0,79950.0,Yes,Yes
1162,a. A lady purse b. A tea set (18 pcs),Bags,"Mr.  Shaukat  Aziz,  Prime Minister of Pakistan",Gen. Musharraf,2005-05-17,800.0,0.0,Yes,Yes
1165,A decoration piece,Decoration Pieces,"Mr.  Shaukat  Aziz,  Prime Minister of Pakistan",Gen Mus,2005-05-17,750.0,0.0,Yes,Yes
1173,A  wrist  watch  Tag Heuer,Watch,"Lt.  Col.  Asim  Saleem Bajwa,  Deputy  Military Secretary to the President",Military,2005-09-21,70000.0,9000.0,Yes,Yes
1174,A wrist watch Edox,Watch,"Lt.  Col.  Asim  Saleem Bajwa,  Deputy  Military Secretary to the President",Military,2005-09-21,0.0,0.0,Yes,Yes
1175,A  wrist  watch  Tag Heuer,Watch,Lt.  Cdr  Amir  Saeed  ADC to the President,Military,2005-09-21,70000.0,9000.0,Yes,Yes
1176,A wrist watch Edox,Watch,Lt.  Cdr  Amir  Saeed  ADC to the President,Military,2005-09-21,5500.0,0.0,Yes,Yes
1177,a. One Pair of Coin b. A Decoration Piece,Decoration Pieces,"Mr.  Shaukat  Aziz,  Prime Minister of Pakistan",Gen Mus,2005-02-15,1000.0,0.0,Yes,Yes
1190,One Decoration shield,Decoration Pieces,"Mr. Nawid Ahsan, Finance Secretary",Bureaucracy,2005-03-17,0.0,0.0,Yes,Yes
1191,a. One Flower vase b. One  decoration shield (Plate),Decoration Pieces,"Secretary,  Ministry  of Petroleum  &  Natural Resources",Bureaucracy,2005-03-17,1700.0,0.0,Yes,Yes
1197,A  camera  Olympus (170S),Technology,"Maj.  Sajjad  Hussain,  ADC to Prime Minister",Military,2005-05-19,10900.0,135.0,Yes,Yes
1217,Two  decoration  pieces in silver,Decoration Pieces,"General  Pervez  Musharaf, President of Pakistan",Military,2005-09-24,26160.0,2424.0,Yes,Yes
1218,Wooden  Box  containing a  Silver  Decoration Bowl,Decoration Pieces,"General  Pervez  Musharaf, President of Pakistan",Military,2005-10-25,9000.0,0.0,Yes,Yes
1220,One  Marble  decoration piece,Decoration Pieces,"Mr.  Shaukat  Aziz,  Prime Minister of Pakistan",Gen Mus,2005-01-17,6500.0,0.0,Yes,Yes
1221,a. A Dagger b. A  Silver  Decoration piece c. Gent’s  wrist  watch (Balmain)  No.322- 6311-33-84 d. Ladies  wrist  watch (Balmain)  No.322- 6311-33-84,Watch,"Mr.  Shaukat  Aziz,  Prime Minister of Pakistan",Gen Mus,2005-03-19,290000.0,42000.0,Yes,Yes
1223,a. A  wrist  watch  Olysse Nardin  automatic white  gold  and diamond b. One  Jewelry  set  i.e. Pair  of  earnings  + Cufflinks  in  gold  & Diamonds,Watch,"General  Pervez  Musharaf, President of Pakistan",Military,2005-06-22,907200.0,134580.0,Yes,Yes
1224,One Wrist Watch EDOX,Watch,"Hav.  M.  Anwar,  SSG President Secretariat",Police,2005-06-22,5500.0,0.0,Yes,Yes
1225,A Wrist Watch Ventura,Watch,"Hav.  M.  Anwar,  SSG President Secretariat",Police,2005-06-22,14000.0,600.0,Yes,Yes
1226,One Wrist Watch EDOX,Watch,"Hav.  Hakim  Badshah, SSG President Secretariat",Police,2005-06-22,5500.0,0.0,Yes,Yes
1227,A Wrist Watch Ventura,Watch,"Hav.  Hakim  Badshah, SSG President Secretariat",Police,2005-06-22,14000.0,600.0,Yes,Yes
1228,A Wrist Watch Ventura,Watch,Nk.  Tariq  Mehmood  SSG President,Police,2005-06-22,14000.0,600.0,Yes,Yes
1229,A Wrist Watch EDOX,Watch,Nk.  Tariq  Mehmood  SSG President,Police,2005-06-22,5500.0,0.0,Yes,Yes
1230,One Wrist Watch EDOX,Watch,Sep.  Ajmal  Khan  SSG,Police,2005-06-22,5500.0,0.0,Yes,Yes
1231,A Wrist Watch Ventura,Watch,Sep.  Ajmal  Khan  SSG President Secretariat,Police,2005-06-22,14000.0,600.0,Yes,Yes
1232,One Wrist Watch EDOX,Watch,Sep.  Irshad  Khan  SSG President Secretariat,Police,2005-06-22,5500.0,0.0,Yes,Yes
1233,A Wrist Watch Ventura,Watch,Sep.  Irshad  Khan  SSG President Secretariat,Police,2005-06-22,14000.0,600.0,Yes,Yes
1240,A  wrist  watch  Tag Heuer,Watch,"Mr.  Sanaullah  Ch,  Chief Cameraman PTV",Media,2005-08-24,70000.0,9000.0,Yes,Yes
1242,A flower Vase,Decoration Pieces,"Mr.  Shaukat  Aziz,  Prime Minister of Pakistan",Gen Mus,2005-04-21,25000.0,0.0,Gift displayed at PM House,Gift displayed at PM House
1243,A carpet,Carpet,"Mr.  Shaukat  Aziz,  Prime Minister of Pakistan",Gen Mus,2005-04-21,7000.0,0.0,Yes,Yes
1249,"a. A Book b. A  table  set (containing  ashtray, pencil  stand,  table clock,  note  pad  & card holder)",Pen,"Mr.  Shaukat  Aziz,  Prime Minister of Pakistan",Gen Mus,2005-09-26,16000.0,900.0,Yes,Yes
1255,One Pen Stand,Pen,"Mr.  Shaukat  Aziz,  Prime Minister of Pakistan",Gen Mus,2005-12-29,45000.0,0.0,Auctioned,"Gift auctioned for Rs.46,100 /-"
1256,a. One Shield b. One decoration piece c. Pair  of  Cup  with Saucer,Decoration Pieces,"Mr.  Shaukat  Aziz,  Prime Minister of Pakistan",Gen Mus,2005-12-29,9100.0,0.0,Yes,Yes
1264,a. A  decoration piece b. Five books,Decoration Pieces,"Mr.  Shaukat  Aziz,  Prime Minister of Pakistan",Gen Mus,2005-03-21,1200.0,0.0,Yes,Yes
1273,One Tea set (16 pieces),Crockery,"Mr.  Shaukat  Aziz,  Prime Minister of Pakistan",Gen. Musharraf,2005-06-24,3200.0,0.0,Yes,Yes
1278,Pair of flower vase,Decoration Pieces,"Mr.  Shaukat  Aziz,  Prime Minister of Pakistan",Gen Mus,2005-07-25,1600.0,0.0,Yes,Yes
1279,a. One candle stand b. One Cigar Box,Cigar/Cigarettes,"Mr.  Shaukat  Aziz,  Prime Minister of Pakistan",Gen Mus,2005-07-25,2800.0,0.0,Yes,Yes
1285,A wrist Watch Concord,Watch,"Maj.  General  Tasawar Hussain,  Personal physician to the President",Military,2005-11-29,40000.0,4500.0,Yes,Yes
1286,One Wrist Watch Hublot,Watch,"Maj.  General  Tasawar Hussain, Personal physician to the President",Military,2005-11-29,0.0,7200.0,Yes,Yes
1287,A cigar Box,Cigar/Cigarettes,Brig.  Irfan  Azam  MS  to Prime Minister,Military,2005-07-26,600.0,0.0,Yes,Yes
1288,A cigar Box,Cigar/Cigarettes,Brig.  Azhar  Mehmood  PP to Prime Minister,Military,2005-07-26,600.0,0.0,Yes,Yes
1290,A cigar Box,Cigar/Cigarettes,Lt  Col.  Iftakhar  Ghani Director Security to Prime Minister,Military,2005-07-26,800.0,0.0,Yes,Yes
1291,A cigar Box,Cigar/Cigarettes,"Maj  Sajjad  Hussain,  ADC to Prime Minister",Military,2005-07-26,800.0,0.0,Yes,Yes
1292,A cigar Box,Cigar/Cigarettes,Muhammad  Hassan Private  Secretary  to,Bureaucracy,2005-07-26,800.0,0.0,Yes,Yes
1294,One Carpet,Carpet,"General  Pervez  Musharaf, President of Pakistan",Military,2005-11-30,18000.0,1200.0,Yes,Yes
1295,A ball pen (Mont blanc),Pen,"Mr.  Shaukat  Aziz,  Prime Minister of Pakistan",Gen Mus,2005-10-30,6500.0,0.0,Yes,Yes
1297,A cigar box,Cigar/Cigarettes,"Mr.  Shaukat  Aziz,  Prime Minister of Pakistan",Gen Mus,2005-10-30,5000.0,0.0,Yes,Yes
1299,Glass  decoration  piece (Glass),Decoration Pieces,"Mr.  Shaukat  Aziz,  Prime Minister of Pakistan",Gen Mus,2005-10-30,2000.0,0.0,Yes,Yes
1300,a. A carpet b. A  wall  hanging (looking mirror),Carpet,"Mr.  Shaukat  Aziz,  Prime Minister of Pakistan",Gen Mus,2005-10-30,21200.0,1680.0,Yes,Yes
1301,One  concord  wrist watch,Watch,L/NK Zahoor Ahmed valet,Military,2005-02-23,15000.0,750.0,Yes,Yes
1302,One  concord  wrist watch,Watch,L/NK  Daudur  Rehman Security guard,Military,2005-02-23,15000.0,750.0,Yes,Yes
1303,One  concord  wrist watch,Watch,Sep.  Asif  Riaz  Security Guard,Military,2005-02-23,15000.0,750.0,Yes,Yes
1304,One  concord  wrist watch,Watch,"Sep.  Imran  Mushtaq, Security Guard",Military,2005-02-23,15000.0,750.0,Yes,Yes
1307,One flower vase,Decoration Pieces,"Mr.  Shaukat  Aziz,  Prime Minister of Pakistan",Gen Mus,2005-07-28,3000.0,0.0,Yes,Yes
1317,a. One  Wrist  watch Bvlgari No.ST 35 8 M 82073 b. One  Wrist  watch Bvlgari  (ladies) No.ST 29 8 D81885,Watch,Admiral  Abdul  Aziz  Mirza (Retd)  Ambassador  of Pakistan in Saudi Arabia,Military,2005-06-29,95000.0,12750.0,Yes,Yes
1319,a. One Wrist watch b. One pen,Watch,"Mr.  Ajaz  Mohiuddin,  Joint Secretary, Petroleum",Bureaucracy,2005-07-30,4300.0,0.0,Yes,Yes
1320,A  decoration  box  (Blue Marble Cover),Decoration Pieces,"Mr.  Khalid  Saeed, Secretary,  Economic Affairs Division",Bureaucracy,2005-07-30,800.0,0.0,Yes,Yes
1322,"One  Pen  set  i.e.  (Pen  + ball Point, Mont Blanc)",Pen,"Mr.  Shaukat  Aziz,  Prime Minister of Pakistan",Gen Mus,2005-01-25,60000.0,7500.0,Yes,Yes
1325,a. A  wrist  watch  Rolex (Gent’s) No.116523 b. A shield c. A  wrist  watch  (gents)  Corum  with pen (No.1680741/97320 1-20) d. Pair of Cufflinks e. A Necklace f. Two  Wrist  watches Cartier,Watch,"Mr.  Shaukat  Aziz,  Prime Minister of Pakistan",Gen Mus,2005-06-30,856820.0,127023.0,Yes,Yes
1329,One  Wrist  Watch Concord,Watch,"Major  Asad,  Security Officer to President",Military,2005-06-30,40000.0,4500.0,Yes,Yes
1330,One  Wrist  Watch Ventura,Watch,"Major  Asad,  Security Officer to President",Military,2005-06-30,14000.0,600.0,Yes,Yes
1332,a. A carpet b. A  carpet  in  Maroon box c. One  Quranic  verses (duly framed) d. A Khais e. A  silver  Tray  in Maroon Box,Carpet,"Mr.  Shaukat  Aziz,  Prime Minister of Pakistan",Gen Mus,2005-02-28,44150.0,5123.0,Yes,Yes
1333,A flower vase,Decoration Pieces,"Mr.  Shaukat  Aziz,  Prime Minister of Pakistan",Gen Mus,2005-02-28,3500.0,0.0,Yes,Yes
1337,a. One  wrist  watch Eloga  Swiss-Ref  No.,Watch,Principle  Secretary  to  the Prime Minister,Bureaucracy,2005-02-28,62000.0,7800.0,Yes,Yes
